cl,tissue,gene,marker_score
CL:0000767,bone marrow,uqcrc2,0.8691010475158691
CL:0000767,bone marrow,cox17,0.8722614049911499
CL:0000767,bone marrow,cd300a,0.8749675750732422
CL:0000767,bone marrow,hsd17b4,0.8771639466285706
CL:0000767,bone marrow,prg2,0.8796278238296509
CL:0000767,bone marrow,pilra,0.8902550339698792
CL:0000767,bone marrow,fam117a,0.9016985297203064
CL:0000767,bone marrow,csf2rb,1.6647409200668335
CL:0000767,bone marrow,myo1g,0.7948344349861145
CL:0000767,bone marrow,clc,3.1514511108398438
CL:0000767,bone marrow,hdc,3.003549814224243
CL:0000767,bone marrow,gata2,2.1654675006866455
CL:0000767,bone marrow,ms4a3,1.9863992929458618
CL:0000767,bone marrow,alox5ap,1.9175245761871338
CL:0000767,bone marrow,hcar3,0.7853491902351379
CL:0000767,bone marrow,ptgdr2,0.7859780788421631
CL:0000767,bone marrow,abcc1,0.7867177724838257
CL:0000767,bone marrow,arrdc1,0.7878515124320984
CL:0000767,bone marrow,stx3,0.7882626056671143
CL:0000767,bone marrow,niban1,0.7888377904891968
CL:0000767,bone marrow,atp2b1as1,0.7912670373916626
CL:0000767,bone marrow,alas1,0.7935115694999695
CL:0000767,bone marrow,pik3r6,0.8179182410240173
CL:0000767,bone marrow,cpa3,1.8848050832748413
CL:0000767,bone marrow,plin2,1.7857649326324463
CL:0000767,bone marrow,pgd,1.7354708909988403
CL:0000767,bone marrow,s100p,1.7292792797088623
CL:0000767,bone marrow,tmem154,1.7156453132629395
CL:0000767,bone marrow,adam8,1.6859136819839478
CL:0000767,bone marrow,gcsaml,1.6839388608932495
CL:0000767,bone marrow,oxer1,0.8006284832954407
CL:0000767,bone marrow,elf1,0.8136997222900391
CL:0000767,bone marrow,itgam,0.8149285316467285
CL:0000767,bone marrow,gab2,0.8163012266159058
CL:0000767,bone marrow,clec4o,0.8171255588531494
CL:0000767,bone marrow,gpi,0.9683040976524353
CL:0000767,bone marrow,cr1,1.0758012533187866
CL:0000767,bone marrow,ifitm2,1.0637445449829102
CL:0000767,bone marrow,rhex,1.042502760887146
CL:0000767,bone marrow,pld3,1.0336066484451294
CL:0000767,bone marrow,hk3,1.0273805856704712
CL:0000767,bone marrow,slc18a2,1.0126755237579346
CL:0000767,bone marrow,arhgef6,1.0113972425460815
CL:0000767,bone marrow,usp15,1.0105774402618408
CL:0000767,bone marrow,c1orf162,1.006496787071228
CL:0000767,bone marrow,hpgds,1.0004141330718994
CL:0000767,bone marrow,ltc4s,0.9860023856163025
CL:0000767,bone marrow,il1rl1,1.6657798290252686
CL:0000767,bone marrow,mxd1,0.9659492373466492
CL:0000767,bone marrow,papss1,0.9630090594291687
CL:0000767,bone marrow,pygl,0.9608914256095886
CL:0000767,bone marrow,plaur,0.9608126878738403
CL:0000767,bone marrow,lpcat2,0.9473026394844055
CL:0000767,bone marrow,ca8,0.9445059895515442
CL:0000767,bone marrow,il4,0.94181227684021
CL:0000767,bone marrow,rgs18,0.9337365031242371
CL:0000767,bone marrow,cd200r1,0.920199453830719
CL:0000767,bone marrow,camlg,0.9134495854377747
CL:0000767,bone marrow,ndrg1,1.1010005474090576
CL:0000767,bone marrow,vsir,1.0843167304992676
CL:0000767,bone marrow,atp10d,1.632988691329956
CL:0000767,bone marrow,il5ra,1.6264857053756714
CL:0000767,bone marrow,glul,1.6168837547302246
CL:0000767,bone marrow,ncf1,1.5528597831726074
CL:0000767,bone marrow,samsn1,1.5140820741653442
CL:0000767,bone marrow,fcgr2b,1.466744303703308
CL:0000767,bone marrow,rgs2,1.429667592048645
CL:0000767,bone marrow,clint1,1.4155172109603882
CL:0000767,bone marrow,runx1,1.3867028951644897
CL:0000767,bone marrow,cfd,1.3409541845321655
CL:0000767,bone marrow,btk,1.3000080585479736
CL:0000767,bone marrow,max,1.3102128505706787
CL:0000767,bone marrow,alox5,1.1021254062652588
CL:0000767,bone marrow,rflnb,1.1037371158599854
CL:0000767,bone marrow,mir44352hg,1.1140508651733398
CL:0000767,bone marrow,pag1,1.1157338619232178
CL:0000767,bone marrow,ncf4,1.1225937604904175
CL:0000767,bone marrow,srgn,1.1311923265457153
CL:0000767,bone marrow,basp1,1.1559823751449585
CL:0000767,bone marrow,tnfsf10,1.165651559829712
CL:0000818,blood,linc00926,0.7367562055587769
CL:0000818,blood,iglc2,0.5020664930343628
CL:0000818,blood,ighd,0.7309017181396484
CL:0000818,blood,rpl27a,0.7457187175750732
CL:0000818,blood,rpl21,0.7720348834991455
CL:0000818,blood,rpl36a,0.8142079710960388
CL:0000818,blood,rps17,0.8441950678825378
CL:0000818,blood,linc01857,0.864517331123352
CL:0000818,blood,rpl17,0.873475193977356
CL:0000818,blood,rpl23a,0.9311676621437073
CL:0000818,blood,cd79a,0.9459778070449829
CL:0000818,blood,rps27,0.9539542198181152
CL:0000818,blood,rplp2,1.07798171043396
CL:0000818,blood,cd79b,1.0791842937469482
CL:0000818,blood,rpl13a,1.1023123264312744
CL:0000818,blood,ighm,1.446950912475586
CL:0000818,blood,ms4a1,1.4652868509292603
CL:0000818,blood,rps29,0.6984004378318787
CL:0000818,blood,bank1,0.6900241374969482
CL:0000818,blood,eef1g,0.673530101776123
CL:0000818,blood,cd37,0.6552372574806213
CL:0000818,blood,tnfrsf13c,0.647039532661438
CL:0000818,blood,rpl31,0.6012744903564453
CL:0000818,blood,rps20,0.5953302979469299
CL:0000818,blood,arhgap24,0.5880062580108643
CL:0000818,blood,rpl41,0.5636625289916992
CL:0000818,blood,fcrla,0.5437582731246948
CL:0000818,blood,igkc,0.5353464484214783
CL:0000818,blood,vpreb3,0.5179175138473511
CL:0000818,blood,blk,0.509752631187439
CL:0000818,blood,cd22,0.5043222308158875
CL:0000837,bone marrow,spink2,0.687499463558197
CL:0000837,bone marrow,macroh2a1,0.8276348114013672
CL:0000837,bone marrow,ada,0.7415996193885803
CL:0000837,bone marrow,uhrf1,0.6959626078605652
CL:0000837,bone marrow,cdk6,0.6851186156272888
CL:0000837,bone marrow,vpreb1,0.6262964010238647
CL:0000837,bone marrow,zcchc7,0.6151178479194641
CL:0000837,bone marrow,msi2,0.5597488284111023
CL:0000837,bone marrow,prdx1,0.5453801155090332
CL:0000837,bone marrow,igll1,0.53676837682724
CL:0000837,bone marrow,nrip1,0.534961998462677
CL:0002396,blood,cst3,1.1705152988433838
CL:0002396,blood,ftl,2.565398931503296
CL:0002396,blood,aif1,2.710559844970703
CL:0002396,blood,lst1,2.867737293243408
CL:0002396,blood,stxbp2,1.3798954486846924
CL:0002396,blood,cfd,1.7799451351165771
CL:0002396,blood,tymp,1.3783150911331177
CL:0002396,blood,csf1r,1.3269723653793335
CL:0002396,blood,hck,1.2944070100784302
CL:0002396,blood,rnaset2,1.2925790548324585
CL:0002396,blood,lyn,1.2852659225463867
CL:0002396,blood,cfp,1.2754067182540894
CL:0002396,blood,cdkn1c,1.2544984817504883
CL:0002396,blood,mafb,1.2351229190826416
CL:0002396,blood,pecam1,1.2310760021209717
CL:0002396,blood,vasp,1.2035636901855469
CL:0002396,blood,fth1,1.7916537523269653
CL:0002396,blood,ms4a7,2.0447230339050293
CL:0002396,blood,serpina1,2.137667179107666
CL:0002396,blood,sat1,2.184609889984131
CL:0002396,blood,cotl1,2.3299481868743896
CL:0002396,blood,ifi30,2.390333652496338
CL:0002396,blood,ctss,2.025059461593628
CL:0002396,blood,spi1,1.9741171598434448
CL:0002396,blood,tyrobp,1.947857141494751
CL:0002396,blood,fcgr3a,1.9446855783462524
CL:0002396,blood,lrrc25,1.455316185951233
CL:0002396,blood,tnfrsf1b,1.7169671058654785
CL:0002396,blood,pelaton,1.689954161643982
CL:0002396,blood,fcer1g,1.679758906364441
CL:0002396,blood,psap,1.6687489748001099
CL:0002396,blood,lilrb2,1.6092534065246582
CL:0002396,blood,s100a4,1.555131196975708
CL:0002396,blood,cd68,1.5342241525650024
CL:0002396,blood,pilra,1.5219441652297974
CL:0002396,blood,npc2,1.4807833433151245
CL:0002396,blood,tcirg1,0.8264036774635315
CL:0002396,blood,ptp4a2,0.9239805340766907
CL:0002396,blood,rhog,0.9205344915390015
CL:0002396,blood,neat1,0.920010507106781
CL:0002396,blood,fgl2,0.9081398844718933
CL:0002396,blood,hes4,0.9064180254936218
CL:0002396,blood,mtss1,0.9028258919715881
CL:0002396,blood,arpc3,0.8997252583503723
CL:0002396,blood,s100a6,0.8848414421081543
CL:0002396,blood,arpc1b,0.858293354511261
CL:0002396,blood,emp3,0.8579787015914917
CL:0002396,blood,arpc2,0.8483462929725647
CL:0002396,blood,siglec10,0.8450925946235657
CL:0002396,blood,prelid1,0.8358165621757507
CL:0002396,blood,rgs19,0.8321202397346497
CL:0002396,blood,c19orf38,0.8314369320869446
CL:0002396,blood,s100a11,1.1506339311599731
CL:0002396,blood,nampt,0.8098272681236267
CL:0002396,blood,gnb2,0.8051759600639343
CL:0002396,blood,cybb,0.8026001453399658
CL:0002396,blood,bloc1s1,0.7926684617996216
CL:0002396,blood,rp11750h95,0.7854747176170349
CL:0002396,blood,atp2b1as1,0.7807626724243164
CL:0002396,blood,dusp6,0.7795271277427673
CL:0002396,blood,cux1,0.7761308550834656
CL:0002396,blood,unc119,0.7721814513206482
CL:0002396,blood,rras,0.7691476941108704
CL:0002396,blood,septin9,0.7632335424423218
CL:0002396,blood,taf10,0.7629001140594482
CL:0002396,blood,rnf149,0.7601220011711121
CL:0002396,blood,actb,0.758560061454773
CL:0002396,blood,csk,0.7523346543312073
CL:0002396,blood,atp6v0c,0.9383633136749268
CL:0002396,blood,ifitm3,1.1681722402572632
CL:0002396,blood,c5ar1,1.1380962133407593
CL:0002396,blood,ptpn6,1.1147575378417969
CL:0002396,blood,hmox1,1.112583041191101
CL:0002396,blood,rnasek,1.1121504306793213
CL:0002396,blood,lilra5,1.1026710271835327
CL:0002396,blood,wars1,1.1009927988052368
CL:0002396,blood,rhoc,1.095752477645874
CL:0002396,blood,cebpb,1.0943859815597534
CL:0002396,blood,fgr,1.082748293876648
CL:0002396,blood,tcf7l2,1.0795356035232544
CL:0002396,blood,vsir,1.079186201095581
CL:0002396,blood,pycard,1.0530635118484497
CL:0002396,blood,nfkbiz,1.0445488691329956
CL:0002396,blood,oaz1,1.0406161546707153
CL:0002396,blood,fcn1,1.0252362489700317
CL:0002396,blood,bcl2a1,0.9298533201217651
CL:0002396,blood,drap1,0.946581244468689
CL:0002396,blood,naaa,0.9472973942756653
CL:0002396,blood,bid,0.9681520462036133
CL:0002396,blood,gnai2,0.9750362634658813
CL:0002396,blood,slc7a7,0.9762561321258545
CL:0002396,blood,zfand5,0.9869645237922668
CL:0002396,blood,lyst,0.9892528057098389
CL:0002396,blood,arrb2,0.9918727278709412
CL:0002396,blood,bri3,0.9923065304756165
CL:0002396,blood,asah1,0.9932736158370972
CL:0002396,blood,lilrb1,0.9942615032196045
CL:0002396,blood,calhm6,1.010706901550293
CL:0002396,blood,casp1,1.0119246244430542
CL:0002396,blood,pou2f2,1.0310866832733154
CL:0002573,heart,dag1,0.5756455659866333
CL:0002573,heart,fign,0.6516623497009277
CL:0002573,heart,rp11141m13,0.6389642953872681
CL:0002573,heart,prima1,0.6365987062454224
CL:0002573,heart,grik2,0.6237871050834656
CL:0002573,heart,tspan11,0.6236079335212708
CL:0002573,heart,gins3,0.6191272735595703
CL:0002573,heart,negr1,0.6187039017677307
CL:0002573,heart,ac0188906,0.6186563968658447
CL:0002573,heart,ch1780a121,0.607952356338501
CL:0002573,heart,shisa9,0.6050492525100708
CL:0002573,heart,abca6,0.5977393984794617
CL:0002573,heart,ptprz1,0.5954607725143433
CL:0002573,heart,myot,0.5948107838630676
CL:0002573,heart,il1rapl2,0.5907813310623169
CL:0002573,heart,astn2,0.5828705430030823
CL:0002573,heart,itgb8,0.5731852054595947
CL:0002573,heart,tenm3,0.7663310766220093
CL:0002573,heart,st6galnac5,0.6634033918380737
CL:0002573,heart,rp11242p22,0.658280611038208
CL:0002573,heart,prkcaas1,0.6561325788497925
CL:0002573,heart,ch17469d171,0.8162417411804199
CL:0002573,heart,nlgn4x,0.8048156499862671
CL:0002573,heart,rp11242p21,0.7965613007545471
CL:0002573,heart,angptl1,0.7914887070655823
CL:0002573,heart,plp1,0.7675159573554993
CL:0002573,heart,ahr,0.6761592626571655
CL:0002573,heart,lgi4,0.7591769099235535
CL:0002573,heart,bms1p14,0.7580501437187195
CL:0002573,heart,aldh1a1,0.743236780166626
CL:0002573,heart,s100b,0.7361758947372437
CL:0002573,heart,sema3c,0.7290316820144653
CL:0002573,heart,lincpint,0.7075678110122681
CL:0002573,heart,ac1297782,0.6909366250038147
CL:0002573,heart,trpm3,0.5168110132217407
CL:0002573,heart,cdh19,1.7275105714797974
CL:0002573,heart,nrxn3,2.0801749229431152
CL:0002573,heart,nrxn1,2.976494073867798
CL:0002573,heart,polr2f,0.5056607723236084
CL:0002573,heart,olfml2a,0.5061036348342896
CL:0002573,heart,usp39,0.5083635449409485
CL:0002573,heart,arhgef10,0.5111748576164246
CL:0002573,heart,linc00511,0.5133222937583923
CL:0002573,heart,grik3,0.5139630436897278
CL:0002573,heart,xkr4,1.7172261476516724
CL:0002573,heart,erbb3,0.5293477177619934
CL:0002573,heart,lrrtm4,0.5331922769546509
CL:0002573,heart,gpx3,0.5349932909011841
CL:0002573,heart,rp11415j83,0.5366357564926147
CL:0002573,heart,kctd1,0.5405417680740356
CL:0002573,heart,pcsk2,0.5426843762397766
CL:0002573,heart,u913191,0.5448105335235596
CL:0002573,heart,lpar1,0.5452560782432556
CL:0002573,heart,ppp2r2b,0.5455598831176758
CL:0002573,heart,sorcs1,0.9690374732017517
CL:0002573,heart,cldn11,0.5628841519355774
CL:0002573,heart,rp11142m102,0.5615519285202026
CL:0002573,heart,ngfr,0.5591738224029541
CL:0002573,heart,ap0004622,0.5567731261253357
CL:0002573,heart,ehbp1,0.8277498483657837
CL:0002573,heart,kcnmb4,0.845071017742157
CL:0002573,heart,kirrel3,0.9020088911056519
CL:0002573,heart,nkain3,0.9099540710449219
CL:0002573,heart,adgrb3,0.9180381298065186
CL:0002573,heart,tmod2,0.5519003868103027
CL:0002573,heart,frmd5,0.9816249012947083
CL:0002573,heart,chl1,1.0485762357711792
CL:0002573,heart,znf536,1.0585988759994507
CL:0002573,heart,slc35f1,1.0861809253692627
CL:0002573,heart,scn7a,1.2065610885620117
CL:0002573,heart,cadm2,1.3752577304840088
CL:0002573,heart,ncam2,1.3778349161148071
CL:0002573,heart,gpm6b,1.5092620849609375
CL:0000129,brain,inpp5d,0.6443071365356445
CL:0000129,brain,plxdc2,0.6397978663444519
CL:0000129,brain,arhgap15,0.6385473012924194
CL:0000129,brain,lilrb4,0.6381634473800659
CL:0000129,brain,csf3r,0.6346634030342102
CL:0000129,brain,mknk1,0.63048255443573
CL:0000129,brain,ifngr1,0.6265759468078613
CL:0000129,brain,clec7a,0.6255934834480286
CL:0000129,brain,c3ar1,0.623954713344574
CL:0000129,brain,lpar6,0.6237873435020447
CL:0000129,brain,tlr2,0.6145265698432922
CL:0000129,brain,bmp2k,0.690793514251709
CL:0000129,brain,rin3,0.6135198473930359
CL:0000129,brain,mef2a,0.6508685946464539
CL:0000129,brain,epb41l2,0.6534357070922852
CL:0000129,brain,tgfbr1,0.6587478518486023
CL:0000129,brain,socs6,0.6627964377403259
CL:0000129,brain,sptlc2,0.6629384756088257
CL:0000129,brain,lhfpl2,0.6672915816307068
CL:0000129,brain,srgap2c,0.6744212508201599
CL:0000129,brain,syk,0.6772485971450806
CL:0000129,brain,cyfip1,0.6787227392196655
CL:0000129,brain,lyn,0.680781900882721
CL:0000129,brain,apoc1,0.6835131049156189
CL:0000129,brain,c1qa,0.6891932487487793
CL:0000129,brain,smap2,0.6579601168632507
CL:0000129,brain,pik3r5,0.5903940796852112
CL:0000129,brain,samsn1,0.5551284551620483
CL:0000129,brain,pou2f2,0.5625267028808594
CL:0000129,brain,padi2,0.5653885006904602
CL:0000129,brain,hck,0.5676769018173218
CL:0000129,brain,ogfrl1,0.5693192481994629
CL:0000129,brain,lrrk1,0.575846254825592
CL:0000129,brain,abcc4,0.5811048150062561
CL:0000129,brain,blnk,0.5811320543289185
CL:0000129,brain,vsir,0.5829569697380066
CL:0000129,brain,pld4,0.5874037742614746
CL:0000129,brain,dennd3,0.5878210663795471
CL:0000129,brain,cd14,0.5898780822753906
CL:0000129,brain,ap1b1,0.6133680939674377
CL:0000129,brain,igsf6,0.5906861424446106
CL:0000129,brain,fgd2,0.5914728045463562
CL:0000129,brain,ipcef1,0.5924063324928284
CL:0000129,brain,cpvl,0.5940143465995789
CL:0000129,brain,fcgr3a,0.5958154201507568
CL:0000129,brain,cd84,0.5999327898025513
CL:0000129,brain,cd68,0.6079694628715515
CL:0000129,brain,gldn,0.6086671948432922
CL:0000129,brain,ikzf1,0.6093294620513916
CL:0000129,brain,fkbp5,0.6093658804893494
CL:0000129,brain,fpr1,0.6108834147453308
CL:0000129,brain,gpr34,0.9007077813148499
CL:0000129,brain,il18,0.7807745933532715
CL:0000129,brain,slc2a5,0.7982781529426575
CL:0000129,brain,srgap2,0.8009192943572998
CL:0000129,brain,slc11a1,0.8036494255065918
CL:0000129,brain,apoe,0.8212268948554993
CL:0000129,brain,trem2,0.831591784954071
CL:0000129,brain,fyb1,0.8434018492698669
CL:0000129,brain,ms4a6a,0.8471620082855225
CL:0000129,brain,ms4a7,0.8500123023986816
CL:0000129,brain,olr1,0.8553853034973145
CL:0000129,brain,rhbdf2,0.858513593673706
CL:0000129,brain,lpcat2,0.8979664444923401
CL:0000129,brain,cd86,0.707011342048645
CL:0000129,brain,c1qc,0.9039611220359802
CL:0000129,brain,bhlhe41,0.9125699400901794
CL:0000129,brain,slco2b1,0.9573721289634705
CL:0000129,brain,adam28,0.9699870347976685
CL:0000129,brain,tbxas1,0.9731786251068115
CL:0000129,brain,ly86,0.9928321838378906
CL:0000129,brain,spp1,1.0323988199234009
CL:0000129,brain,apbb1ip,1.0561611652374268
CL:0000129,brain,c1qb,1.0700477361679077
CL:0000129,brain,rnaset2,1.1065123081207275
CL:0000129,brain,csf1r,1.233291745185852
CL:0000129,brain,c3,1.3834830522537231
CL:0000129,brain,cx3cr1,0.7786452174186707
CL:0000129,brain,runx1,0.6933449506759644
CL:0000129,brain,cybb,0.7085520625114441
CL:0000129,brain,msr1,0.7105060815811157
CL:0000129,brain,aoah,0.7122355699539185
CL:0000129,brain,havcr2,0.712725818157196
CL:0000129,brain,srgap2b,0.718800961971283
CL:0000129,brain,arhgap22,0.7194994688034058
CL:0000129,brain,mgat4a,0.7199702262878418
CL:0000129,brain,p2ry12,0.7229011654853821
CL:0000129,brain,skap2,0.7373855710029602
CL:0000129,brain,scin,0.7380914688110352
CL:0000129,brain,st6gal1,0.7806107997894287
CL:0000129,brain,arhgap24,0.7627065181732178
CL:0000129,brain,csf2ra,0.7589494585990906
CL:0000129,brain,bin1,0.7579848766326904
CL:0000129,brain,tmigd3,0.7574054002761841
CL:0000129,brain,fcgr1a,0.753643810749054
CL:0000129,brain,vsig4,0.7467857599258423
CL:0000129,brain,dock8,0.7461360692977905
CL:0000129,brain,dock2,0.742902934551239
CL:0000129,brain,atp8b4,0.7421943545341492
CL:0000129,brain,sorl1,0.7389129400253296
CL:0000746,heart,tcap,1.0319117307662964
CL:0000746,heart,cmya5,1.5375639200210571
CL:0000746,heart,plcxd3,1.2237073183059692
CL:0000746,heart,pde7a,1.0801632404327393
CL:0000746,heart,cacnb2,1.4277098178863525
CL:0000746,heart,pdlim5,1.4598116874694824
CL:0000746,heart,fgf12,1.4690637588500977
CL:0000746,heart,ckmt2,1.477137804031372
CL:0000746,heart,sgcg,0.9943808913230896
CL:0000746,heart,atp2a2,1.0113919973373413
CL:0000746,heart,slc25a4,1.015310525894165
CL:0000746,heart,cdh13,1.0303752422332764
CL:0000746,heart,sgcd,1.4854546785354614
CL:0000746,heart,myh7,1.0439695119857788
CL:0000746,heart,mtus2,1.0554755926132202
CL:0000746,heart,galnt17,1.0598256587982178
CL:0000746,heart,myom2,1.39327871799469
CL:0000746,heart,mybpc3,2.4534173011779785
CL:0000746,heart,akap6,1.0987346172332764
CL:0000746,heart,actc1,1.12378990650177
CL:0000746,heart,ppp1r12b,1.125943660736084
CL:0000746,heart,esrrg,1.1428709030151367
CL:0000746,heart,myh7b,1.1626242399215698
CL:0000746,heart,erbb4,1.168298363685608
CL:0000746,heart,des,1.1766581535339355
CL:0000746,heart,ankrd1,1.179185390472412
CL:0000746,heart,obscn,1.1923342943191528
CL:0000746,heart,lmo7,1.2074331045150757
CL:0000746,heart,lrrfip2,0.9307968020439148
CL:0000746,heart,patj,0.8872132897377014
CL:0000746,heart,samd4a,0.9165695309638977
CL:0000746,heart,pxdnl,0.9214277863502502
CL:0000746,heart,fry,0.9231716990470886
CL:0000746,heart,dpf3,0.9242765307426453
CL:0000746,heart,myl2,0.9277033805847168
CL:0000746,heart,tacc2,1.3402456045150757
CL:0000746,heart,lrrtm3,1.3404732942581177
CL:0000746,heart,fhl2,1.3459434509277344
CL:0000746,heart,dpy19l2,1.3582653999328613
CL:0000746,heart,nrap,0.9294567108154297
CL:0000746,heart,dtna,0.8993297219276428
CL:0000746,heart,cdh2,1.3694132566452026
CL:0000746,heart,thsd4,1.3740061521530151
CL:0000746,heart,myoz2,1.3834145069122314
CL:0000746,heart,pam,0.9313652515411377
CL:0000746,heart,tenm2,0.9378118515014648
CL:0000746,heart,prkaa2,0.9456712007522583
CL:0000746,heart,dmd,0.9458417296409607
CL:0000746,heart,rcan2,0.9566766619682312
CL:0000746,heart,myom3,0.9609494805335999
CL:0000746,heart,psd3,0.9799518585205078
CL:0000746,heart,mylk3,0.9839164614677429
CL:0000746,heart,hspb7,0.836831271648407
CL:0000746,heart,myo18b,1.2701783180236816
CL:0000746,heart,fhod3,1.3000489473342896
CL:0000746,heart,tnni3,1.3150696754455566
CL:0000746,heart,slc8a1as1,1.3399097919464111
CL:0000746,heart,plcl1,0.821979820728302
CL:0000746,heart,tbc1d4,0.8236269950866699
CL:0000746,heart,dant2,0.8246090412139893
CL:0000746,heart,chrm2,0.8251567482948303
CL:0000746,heart,pip5k1b,0.8259665369987488
CL:0000746,heart,adprhl1,0.8262268304824829
CL:0000746,heart,large1,0.8304094076156616
CL:0000746,heart,ldb3,2.3544445037841797
CL:0000746,heart,phactr1,0.8385155200958252
CL:0000746,heart,rp11368l121,0.8422818183898926
CL:0000746,heart,dlg2,0.8440821766853333
CL:0000746,heart,rbfox1,0.8468770980834961
CL:0000746,heart,srl,0.8481959104537964
CL:0000746,heart,mlipas1,0.8484032154083252
CL:0000746,heart,lmod2,0.8528612852096558
CL:0000746,heart,pacrg,0.859100878238678
CL:0000746,heart,pde3a,0.861696183681488
CL:0000746,heart,mpp3,0.8676746487617493
CL:0000746,heart,exoc6b,0.8780538439750671
CL:0000746,heart,palld,1.592685341835022
CL:0000746,heart,svil,1.2454279661178589
CL:0000746,heart,pkp2,1.259805679321289
CL:0000746,heart,ablim1,1.2625195980072021
CL:0000746,heart,tecrl,1.2669591903686523
CL:0000746,heart,filip1,1.4901235103607178
CL:0000746,heart,cacna1c,1.4907615184783936
CL:0000746,heart,trdnas1,1.536240577697754
CL:0000746,heart,ttnas1,1.5409173965454102
CL:0000746,heart,pde4dip,1.5633851289749146
CL:0000746,heart,mlip,1.5883435010910034
CL:0000746,heart,sorbs2,1.5915155410766602
CL:0000746,heart,dapk2,0.883709728717804
CL:0000746,heart,trdn,1.6378529071807861
CL:0000746,heart,ryr2,1.640390396118164
CL:0000746,heart,nebl,1.6411919593811035
CL:0000746,heart,ctnna3,1.6860978603363037
CL:0000746,heart,actn2,1.7156120538711548
CL:0000746,heart,slc8a1,1.8252389430999756
CL:0000746,heart,rbm20,1.8305048942565918
CL:0000746,heart,myom1,1.8494617938995361
CL:0000746,heart,nexn,1.920944094657898
CL:0000746,heart,ttn,2.1192448139190674
CL:0000746,heart,tnnt2,2.3234362602233887
CL:0000065,brain,cfap94,1.3674224615097046
CL:0000065,brain,ccdc30,2.38700270652771
CL:0000065,brain,dnai4,1.8273487091064453
CL:0000065,brain,msi2,1.9008557796478271
CL:0000065,brain,tmem232,1.9291893243789673
CL:0000065,brain,armc2,1.946677803993225
CL:0000065,brain,cfap70,1.9494054317474365
CL:0000065,brain,spata17,1.9930447340011597
CL:0000065,brain,lrriq1,2.107499122619629
CL:0000065,brain,wdr49,2.1369783878326416
CL:0000065,brain,adgrv1,2.1905767917633057
CL:0000065,brain,cfap44,2.2224314212799072
CL:0000065,brain,ulk4,2.2435836791992188
CL:0000065,brain,dcdc1,2.2446024417877197
CL:0000065,brain,hydin,2.3341872692108154
CL:0000065,brain,spef2,2.3553709983825684
CL:0000065,brain,plekha7,1.8093154430389404
CL:0000065,brain,spag17,2.4402337074279785
CL:0000065,brain,glis3,2.53509521484375
CL:0000065,brain,dnah11,2.5794291496276855
CL:0000065,brain,nek11,2.6049389839172363
CL:0000065,brain,cfap43,2.7442543506622314
CL:0000065,brain,dnah6,2.775973081588745
CL:0000065,brain,armc3,2.9582407474517822
CL:0000065,brain,rmst,3.002389669418335
CL:0000065,brain,stk33,3.2164196968078613
CL:0000065,brain,dnah7,3.2293360233306885
CL:0000065,brain,cfap54,3.7000184059143066
CL:0000065,brain,fank1,1.3715431690216064
CL:0000065,brain,nwd1,1.3540914058685303
CL:0000065,brain,lrrc9,1.5017716884613037
CL:0000065,brain,sntb1,1.3763525485992432
CL:0000065,brain,evi5,1.386409878730774
CL:0000065,brain,eya1,1.3866788148880005
CL:0000065,brain,trps1,1.3916102647781372
CL:0000065,brain,ppargc1a,1.3927512168884277
CL:0000065,brain,clic6,1.3929684162139893
CL:0000065,brain,cfap47,1.4001580476760864
CL:0000065,brain,nfia,1.4107468128204346
CL:0000065,brain,syne1,1.4112955331802368
CL:0000065,brain,cep126,1.411363959312439
CL:0000065,brain,acot11,1.4305633306503296
CL:0000065,brain,ror2,1.4332160949707031
CL:0000065,brain,casc2,1.4435310363769531
CL:0000065,brain,linc01088,1.489068627357483
CL:0000065,brain,ahcyl2,1.3528523445129395
CL:0000065,brain,eya4,1.5281903743743896
CL:0000065,brain,zbbx,1.5304728746414185
CL:0000065,brain,spata13,1.5798325538635254
CL:0000065,brain,efcab2,1.5853718519210815
CL:0000065,brain,pros1,1.5867465734481812
CL:0000065,brain,trmt9b,1.6009023189544678
CL:0000065,brain,dnah12,1.6359612941741943
CL:0000065,brain,mok,1.640014410018921
CL:0000065,brain,pard3b,1.7255663871765137
CL:0000065,brain,cspp1,1.7450711727142334
CL:0000065,brain,rfx3,1.759079098701477
CL:0000065,brain,rfx2,1.7978960275650024
CL:0000065,brain,pcat1,1.8052631616592407
CL:0000065,brain,tsga10,1.183347463607788
CL:0000065,brain,kank1,1.2215887308120728
CL:0000065,brain,lrba,1.2113398313522339
CL:0000065,brain,oca2,1.207552433013916
CL:0000065,brain,cfap61,1.2063440084457397
CL:0000065,brain,med12l,1.2057456970214844
CL:0000065,brain,sh3d19,1.2024418115615845
CL:0000065,brain,lrrc6,1.1989455223083496
CL:0000065,brain,pacrg,1.1940362453460693
CL:0000065,brain,ttll5,1.1853820085525513
CL:0000065,brain,rp11134o153,1.184041142463684
CL:0000065,brain,wwc1,1.3448024988174438
CL:0000065,brain,nt5dc1,1.1793006658554077
CL:0000065,brain,linc00880,1.1772143840789795
CL:0000065,brain,akap13,1.1743528842926025
CL:0000065,brain,lnclbcs,1.1712839603424072
CL:0000065,brain,cfap69,1.1655240058898926
CL:0000065,brain,c11orf49,1.1589009761810303
CL:0000065,brain,znf521,1.1453883647918701
CL:0000065,brain,agbl4,1.1355825662612915
